k,resample,adjusted_rand_index,sample_retention,mean_cluster_jaccard,minimum_cluster_jaccard,heldout_adjusted_rand_index,heldout_sample_retention,heldout_mean_cluster_jaccard,cluster_1_jaccard,cluster_2_jaccard,cluster_3_jaccard,cluster_4_jaccard,cluster_5_jaccard
4,118,0.8652954526537533,0.9464285714285714,0.8923032576492866,0.7965116279069767,0.9037379352767972,0.9581151832460733,0.9080817830817831,0.9466666666666667,0.9211267605633803,0.9049079754601227,0.7965116279069767,
4,119,0.9594180549979979,0.9863445378151261,0.9759859400445162,0.9634551495016611,0.9569645182686792,0.9842931937172775,0.9687537551069454,0.9929577464788732,0.9722222222222222,0.9634551495016611,0.9753086419753086,
4,120,0.9312256485087058,0.9737394957983193,0.9474139189689101,0.898876404494382,0.9533053245430205,0.9842931937172775,0.9730898283961269,0.9793103448275862,0.9548022598870056,0.9566666666666667,0.898876404494382,
4,121,0.9088839278409172,0.9611344537815126,0.9175553441775753,0.8220858895705522,0.9023423740328785,0.9581151832460733,0.9141673686039162,0.9724137931034482,0.9803370786516854,0.8953846153846153,0.8220858895705522,
4,122,0.8625126961823035,0.9464285714285714,0.8978323541493435,0.8031914893617021,0.9065348994245142,0.9633507853403142,0.9225902667286202,0.9659863945578231,0.9010989010989011,0.9210526315789473,0.8031914893617021,
4,123,0.9307912051051845,0.9758403361344538,0.9559889178546118,0.9397590361445783,0.8748094591256516,0.9581151832460733,0.9312922297297297,0.9861111111111112,0.9466292134831461,0.9514563106796117,0.9397590361445783,
4,124,0.927944892843227,0.9747899159663865,0.9544032744685318,0.933993399339934,0.8696987097668186,0.9528795811518325,0.9173459933491823,0.9790209790209791,0.9536784741144414,0.933993399339934,0.950920245398773,
4,125,0.9125994464780566,0.9653361344537815,0.9288769440812781,0.8682634730538922,0.9325625839805384,0.9685863874345549,0.9252420033670034,0.9659863945578231,0.963276836158192,0.917981072555205,0.8682634730538922,
4,126,0.8962835461675576,0.9600840336134454,0.9211611709260384,0.8333333333333334,0.875122418273834,0.9528795811518325,0.908403914925654,0.9929577464788732,0.9424657534246575,0.9158878504672897,0.8333333333333334,
4,127,0.9383568630692606,0.9747899159663865,0.9459741976198544,0.8888888888888888,0.9688933169632997,0.9895287958115183,0.9814935064935065,0.9726027397260274,0.9719101123595506,0.9504950495049505,0.8888888888888888,
4,128,0.9414592538593456,0.976890756302521,0.9519528195808699,0.901840490797546,0.9319722951671772,0.9738219895287958,0.9463274044795784,0.986013986013986,0.9774647887323944,0.9424920127795527,0.901840490797546,
4,129,0.9253022344879689,0.9737394957983193,0.9525872914436362,0.9292929292929293,0.9408279345236762,0.9790575916230366,0.9606702101661779,0.9861111111111112,0.9534246575342465,0.9292929292929293,0.9415204678362573,
4,130,0.8337031413262508,0.9348739495798319,0.8747672501725151,0.7958115183246073,0.8205279947056879,0.9267015706806283,0.8493414599971977,0.9178082191780822,0.8820224719101124,0.9034267912772586,0.7958115183246073,
4,131,0.9268398811219473,0.9716386554621849,0.9435026343533257,0.8957055214723927,0.9003725965534011,0.9633507853403142,0.9277529761904761,0.9861111111111112,0.9696132596685083,0.9225806451612903,0.8957055214723927,
4,132,0.8897887946266402,0.9558823529411765,0.908464172671692,0.8395061728395061,0.9138830355775251,0.9581151832460733,0.8958404074702886,0.9403973509933775,0.952112676056338,0.901840490797546,0.8395061728395061,
4,133,0.9537510937240324,0.9821428571428571,0.9632230628566835,0.9252873563218391,0.9607085806817168,0.9842931937172775,0.9663361688024745,0.986013986013986,0.9715909090909091,0.97,0.9252873563218391,
4,134,0.9205759166019466,0.9695378151260504,0.9391946717259603,0.8827160493827161,0.884219634657011,0.9528795811518325,0.896951401711971,0.986013986013986,0.9590163934426229,0.9290322580645162,0.8827160493827161,
4,135,0.9524282546679922,0.9810924369747899,0.9602196432255228,0.9096045197740112,0.9855229615621255,0.9947643979057592,0.9885802469135803,0.986013986013986,0.96875,0.9765100671140939,0.9096045197740112,
4,136,0.9141565090005912,0.9632352941176471,0.9201055553163909,0.8271604938271605,0.8853274929065577,0.9476439790575916,0.8794361525704809,0.9655172413793104,0.9803370786516854,0.9074074074074074,0.8271604938271605,
4,137,0.9196451076826005,0.9695378151260504,0.9400978564771668,0.8833333333333333,0.8828348181075403,0.9581151832460733,0.925433722847516,0.9793103448275862,0.9416666666666667,0.956081081081081,0.8833333333333333,
4,138,0.9405058635625632,0.976890756302521,0.9523133971750161,0.9024390243902439,0.8943166799669346,0.9581151832460733,0.9154018989635428,0.986013986013986,0.969187675070028,0.9516129032258065,0.9024390243902439,
4,139,0.9185020166851682,0.9705882352941176,0.9446264411127393,0.9245283018867925,0.9185535921555038,0.9685863874345549,0.937240405990406,0.9726027397260274,0.9545454545454546,0.9245283018867925,0.926829268292683,
4,140,0.9530747496354831,0.9821428571428571,0.9640578292260996,0.9248554913294798,0.9582409524317559,0.9842931937172775,0.9700581395348837,0.9929577464788732,0.9717514124293786,0.9666666666666667,0.9248554913294798,
4,141,0.889478568271224,0.9527310924369747,0.8984142186941472,0.7777777777777778,0.8593031872340946,0.9424083769633508,0.8780642576509512,0.9594594594594594,0.958904109589041,0.8975155279503105,0.7777777777777778,
4,142,0.9361687236928158,0.9747899159663865,0.9470905101503635,0.8909090909090909,0.9296797571228834,0.9738219895287958,0.9497423480474328,0.9791666666666666,0.9638888888888889,0.9543973941368078,0.8909090909090909,
4,143,0.8843020848621477,0.9506302521008403,0.8957081268151139,0.7777777777777778,0.929817048651422,0.9738219895287958,0.9500740221287206,0.958904109589041,0.9692737430167597,0.8768768768768769,0.7777777777777778,
4,144,0.8936531928580335,0.9558823529411765,0.907940092244287,0.7777777777777778,0.8948741376332642,0.9528795811518325,0.8802435247747747,0.9929577464788732,0.9510869565217391,0.9099378881987578,0.7777777777777778,
4,145,0.9548308247175219,0.9821428571428571,0.9612446327411637,0.950920245398773,0.9388555110736359,0.9790575916230366,0.9630085617574832,0.9523809523809523,0.9747899159663865,0.9668874172185431,0.950920245398773,
4,146,0.9360771142431572,0.9726890756302521,0.9391569487754458,0.8641975308641975,0.9288168552435742,0.9685863874345549,0.9272574686159225,0.9726027397260274,0.9803370786516854,0.9394904458598726,0.8641975308641975,
4,147,0.932688280447066,0.9737394957983193,0.945981491740123,0.8926553672316384,0.9713555296217049,0.9895287958115183,0.9803007148450328,0.9726027397260274,0.952112676056338,0.9665551839464883,0.8926553672316384,
4,148,0.8801780498020403,0.9527310924369747,0.9040005024439505,0.8424242424242424,0.9201315670806665,0.9738219895287958,0.9562890782573619,0.9342105263157895,0.943342776203966,0.8960244648318043,0.8424242424242424,
4,149,0.9246267747744297,0.9716386554621849,0.9433140865397808,0.9053254437869822,0.9158808982681933,0.9685863874345549,0.9355560578661845,0.9655172413793104,0.9421487603305785,0.9602649006622517,0.9053254437869822,
4,150,0.863324251158313,0.9474789915966386,0.9020344962909473,0.8387096774193549,0.7651823694413892,0.9109947643979057,0.8435965066158782,0.9726027397260274,0.9316939890710383,0.8651315789473685,0.8387096774193549,
4,151,0.9285659213759051,0.9737394957983193,0.9493937200264232,0.9146341463414634,0.9074961767570398,0.9633507853403142,0.9236545988258317,0.986013986013986,0.9631728045325779,0.9337539432176656,0.9146341463414634,
4,152,0.9332180795221449,0.9747899159663865,0.9501851388410787,0.8994413407821229,0.9280911275155254,0.9738219895287958,0.9457374290522232,0.9861111111111112,0.9519774011299436,0.9632107023411371,0.8994413407821229,
4,153,0.9549279001046428,0.9831932773109243,0.9664030450747024,0.9515151515151515,0.9283695255656962,0.9685863874345549,0.9322806753466424,0.9791666666666666,0.9749303621169917,0.96,0.9515151515151515,
4,154,0.8568123709490973,0.9432773109243697,0.8892273554748404,0.8010204081632653,0.8493527129532709,0.9424083769633508,0.890323669099774,0.9319727891156463,0.8985915492957747,0.9253246753246753,0.8010204081632653,
4,155,0.936688008914418,0.9737394957983193,0.9432348358067207,0.8809523809523809,0.9388707438969004,0.9738219895287958,0.9437206764866339,0.9722222222222222,0.9772727272727273,0.9424920127795527,0.8809523809523809,
4,156,0.9637869188890658,0.9863445378151261,0.9722970581747544,0.9418604651162791,0.9740688874434537,0.9895287958115183,0.977438122141512,0.9929577464788732,0.9745042492917847,0.9798657718120806,0.9418604651162791,
4,157,0.9237365822671684,0.9726890756302521,0.9497263433856802,0.9186046511627907,0.9283360183662142,0.9738219895287958,0.946685985247629,0.993006993006993,0.95,0.9372937293729373,0.9186046511627907,
4,158,0.9482716063780291,0.9810924369747899,0.962752779461516,0.9411764705882353,0.9140978975466997,0.9685863874345549,0.940170688061668,0.9793103448275862,0.9602272727272727,0.9702970297029703,0.9411764705882353,
4,159,0.9351001650320412,0.976890756302521,0.9561689624858699,0.9263803680981595,0.9275353621137971,0.9738219895287958,0.9476147342995169,0.986013986013986,0.9455040871934605,0.9667774086378738,0.9263803680981595,
4,160,0.8953091774129748,0.9590336134453782,0.9181020441315291,0.8395061728395061,0.8300067363460577,0.9319371727748691,0.8673611111111111,0.9793103448275862,0.9482288828337875,0.9053627760252366,0.8395061728395061,
4,161,0.9190770697417299,0.9642857142857143,0.9199077109946632,0.8209876543209876,0.9567475124568043,0.9790575916230366,0.9475038402457758,0.9591836734693877,0.9830508474576272,0.9164086687306502,0.8209876543209876,
