"sample_id","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","RMSE"
"TCGA-AC-A23G-01A",0.0422893681721208,0,0.00893643605328227,0.068000277320949,0,0.204443215755086,0,0.0618396189595999,0,0,0,0.0782826544515112,0.0602364699089627,0.127552668106023,0.0423456895832961,0.073501686653379,0.0417493126838924,0.0839655483211067,0.106857054030791,0,0,0,1.8701515503098
"TCGA-AC-A23H-01A",0.0982970258717964,0,0.0426778237569943,0,0,0.233233730262399,0,0.0782786668795294,0,0,0,0,0,0.172251949948423,0.0995152026035921,0.109401166654153,0.0309796394267338,0.0591677572911232,0.0586692937595013,0,0,0.0175277435457539,1.83097591360521
"TCGA-AC-A2B8-01A",0.0394300833228488,0,0.0119742780749775,0.078437356773074,0,0.239133320356528,0,0.036835725728193,0,0,0.0196774441071817,0.0530875604493065,0.0660389069343529,0.0739900938125102,0.0868375616463643,0.111801261857493,0,0.0629108403246502,0.107676959408663,0,0,0.0121686072038571,1.89321208216271
"TCGA-AC-A2BK-01A",0.100674783593,0,0.0798705426911148,0.133240211151109,0,0.177903841246116,0,0.106240414531108,0,0,0,0.0675683795887516,0.0156436194874394,0.0490717779028835,0.111054413321923,0.119244221021882,0,0,0.0303242324250448,0,0.00916356303962885,0,1.9424130832272
"TCGA-AC-A2BM-01A",0.00621901924114335,0.0562260438213036,0.0702497760222241,0.0435566937195931,0,0.19200140151887,0,0.0926723137978381,0.0142609172909006,0,0.00729197241507354,0,0.0200681736751856,0.0444174866332109,0.118424197929729,0.120603907138123,0,0.0872453204847473,0.106325909958751,0,0.0121436959341793,0.00829317041912736,1.84067274410774
"TCGA-AC-A2FB-01A",0.141368556549403,0,0,0.0754476543113881,0,0.162541542162422,0.0222374596333432,0.0647392336628689,0,0,0,0.0602764080290951,0.0560510931886371,0.04312156147274,0.0994182285057316,0.0661208091846171,0,0.0846143067133423,0.124063146586411,0,0,0,1.88915907798307
"TCGA-AC-A2FF-01A",0.167037443856538,0,0.0370159287184797,0.0769628264304958,0,0.190990700355838,0,0.045506920421578,0,0,0,0.0410154079192664,0.0412801496890059,0.0751090275984617,0.0987708739865358,0.0499542909176493,0.00674544110062312,0.0633633374639719,0.106247651541556,0,0,0,1.80300173335305
"TCGA-AC-A2FG-01A",0.108477868367438,0,0.137227062561895,0.0607147099953916,0,0.247407922971796,0,0.0519060451708196,0,0,0,0.0251216793562515,0.0451060739052596,0.0761367171632304,0.0242888201234886,0.0553373639754476,0.0165396932922103,0.0470779278292681,0.0956384353426715,0,0.00901967994483184,0,1.94213883748084
"TCGA-AC-A2FK-01A",0.154035874743368,0,0.0838717044848154,0.0475846978423312,0,0.11058804565984,0,0.104515054894845,0,0,0,0.106708983976605,0.0517754710135838,0.0952291990491605,0.052962470542222,0.0357896928426989,0,0.043293950917931,0.1136448540326,0,0,0,1.93344085139272
"TCGA-AC-A2FO-01A",0.134468328114778,0,0.0675475999935996,0.0705390662216176,0,0.253691358866425,0,0.018498897154293,0,0,0,0.0629265574318025,0.0667645993059588,0.0397537535867452,0.0859959967544473,0.0673119731305205,0.00252136485078306,0.0367919558579769,0.0781412587141637,0,0.015047290016889,0,1.86505456770571
"TCGA-AC-A2QH-01A",0.00355070078437571,0,0,0,0,0.255312602983645,0,0.0211588332074815,0,0,0,0.0667133394098766,0.00942093136422643,0.144733653911447,0,0.223578473415659,0,0.125015019212728,0.0666371751063104,0,0,0.0838792706042497,1.79079555378074
"TCGA-AC-A3OD-01A",0.0846764543403977,0.00777946728182642,0,0.128087305279033,0,0.186869612086444,0.0247619895439378,0,0.0138641115519295,0,0,0,0.0770183340574486,0.117731234237616,0.124679575287827,0.0669582558494053,0.0264205882845667,0.0423533212528742,0.0869748369972246,0,0.0118249139494695,0,1.81259358349571
"TCGA-AC-A3QQ-01B",0.19935101887459,0,0.0385194197087917,0,0,0.234874398533841,0,0,0.00389886429654322,0,0,0.0412860418894812,0.0428562375446554,0,0.107564436364561,0.0946147572032018,0,0.0497218329420109,0.145070639504127,0,0.0315302546215309,0.0107120985166664,1.80752613151286
"TCGA-AC-A3W7-01A",0.0709863131137225,0,0,0.0220634111753063,0,0.261187846667878,0,0.0287641647684149,0.00252351103340993,0,0,0.0635022632163926,0.0421825152729841,0.0661248887477247,0.140379633055077,0.140569679680435,0,0.0251420931780335,0.136573680090621,0,0,0,1.9295720363841
"TCGA-AC-A3YI-01A",0.10149958963761,0,0.0733421077900463,0.0277062219192953,0,0.224348388451535,0,0.0262306379142572,0.00258934409397757,0,0.0482103348534847,0.00714794862290717,0.0935300128963046,0.0793463993418114,0.0960351513939136,0.038549221565861,0,0.0837903386051244,0.000569463904972134,0.0740805090534043,0,0.0230243299554957,1.84965976714694
"TCGA-AC-A4ZE-01A",0,0,0.0760873504793911,0.133450865595934,0,0.212492682315552,0,0.00717991545016497,0,0,0,0.0860976481111896,0.0616725835293019,0,0.09044993995161,0.153517296585511,0,0.00836375512772482,0.170687962853621,0,0,0,1.91313038170669
"TCGA-AC-A5EH-01A",0,0.00700039732076484,0,0.00344303122216535,0,0.159497991487756,0,0.151019438632315,0,0,0,0.114335758400395,0.0131442441249248,0.103647440640196,0.0803612819349862,0.176510284784371,0,0.0880784234481227,0.102961708004003,0,0,0,1.83838681694761
"TCGA-AC-A5XS-01A",0.056856853367327,0.0570471015585305,0.0230176670084669,0.0659439934836644,0,0.143926307962635,0,0.0799609256195108,0,0,0,0.0828215481651597,0.0329962881618565,0.0314938462849175,0.0876371833298886,0.151953482335578,0,0.0797881497998362,0.0897751113596333,0,0,0.0167815415629962,1.860014256168
"TCGA-AC-A5XU-01A",0.0394667256645471,0,0.145246388231583,0.070485313435093,0,0.206695645901285,0,0.0274099350287497,0.052710241953532,0,0,0.031931699477304,0.016799919321098,0.130311266095797,0.0980473740377444,0.0799782885324575,0,0.0196054092800987,0.0813117930407109,0,0,0,1.86805723864488
"TCGA-AC-A62V-01A",0,0.0113810007391767,0,0.0082403373848716,0,0.167962707208197,0,0.0241900589633872,0.0667237731533333,0,0.000656099503601134,0.0254180059207003,0.0728022173078077,0.205262185079077,0.0153545240638575,0.161877363176438,0,0.0111035698886205,0.229028157610932,0,0,0,1.74177253311083
"TCGA-AC-A62X-01A",0,0.00894520073739806,0.00678138219430361,0.0408672112471577,0,0.0774961998543073,0,0.118623274862214,0,0,0,0.0676061972269311,0.0940516157196169,0.165845209036751,0.0955513493592112,0,0,0.269853578197108,0.0543787815650017,0,0,0,1.97453629103066
"TCGA-AC-A62Y-01A",0,0.0219898621661918,0,0,0,0.205113327754935,0,0.116584132411322,0,0,0.0502826483277432,0.00379355060872084,0.0450595340016384,0.193253423416528,0.104782416006552,0.119750906426961,0.0260027384623606,0.0595536867666319,0.017315672147126,0,0.0199501785367438,0.0165679229665452,2.00907387830359
"TCGA-AC-A6IV-01A",0.0895753441561162,0,0.0368313755588748,0.0424103566560678,0,0.177869195164655,0,0.0772072106955808,0,0,0,0.110642532550668,0.0485127845938733,0.0480146717572686,0.0790507289559503,0.0894098968649659,0.00130507150259449,0.0529736740456627,0.118375510226134,0,0,0.0278216472715881,1.84209294720824
"TCGA-AC-A6IW-01A",0.0778442933322747,0.00297604957355946,0.00608496956942457,0.0916092558305935,0,0.0734055121338519,0.019286343266585,0.107203842108042,0.0565725655415266,0,0,0.0612881284828566,0.032231893763245,0.0106776158356099,0.184569896915967,0.123670148632619,0.128234434502411,0.0243450505114335,0,0,0,0,1.8873130372778
"TCGA-AC-A6IX-01A",0.122165404372656,0,0.100226473504403,0.0328604266446997,0,0.15744108834063,0,0.0731406277373546,0.00795791790505943,0,0,0.060418691510652,0.0536197010449717,0.0149277021635585,0.0892597088055161,0.128571841776927,0,0.0555425642774927,0.0911652916503793,0,0.0127025602657,0,1.8184139243764
"TCGA-AC-A6NO-01A",0.0687748720381257,0.00684964537605745,0.0612839195596274,0.0495529807419595,0,0.112731565625607,0,0.115508845243847,0.0173808267189837,0,0,0.0736204567619073,0.0599300840816074,0.0966342775623711,0.0890358796345777,0.117759739117763,0.00129058209728919,0.033633956128107,0.0960123693121699,0,0,0,1.87539333911143
"TCGA-AC-A7VB-01A",0.0461801442609175,0,0.102251144931235,0.213757776490526,0,0.005541978348017,0,0.0278937743396951,0.0271563262842888,0,0,0.0678969015896225,0.071542663303856,0.0948252540801765,0.0721250766273976,0.12120213768162,0,0.00367583729366427,0.125091749850072,0,0,0.0208592349189117,1.8860894880002
"TCGA-AC-A7VC-01A",0,0.00103973612471842,0,0,0,0.206475256060849,0,0.0153234094840054,0,0,0.053833893151229,0.0143473949398821,0.059479926897497,0.330063558825212,0.100584932496339,0.139093522816037,0.0645075942979242,0.0152507749063068,0,0,0,0,1.81071608528274
"TCGA-AC-A8OP-01A",0.132569175322186,0.000702943733163101,0.0321984955735125,0,0,0.240092698183737,0,0.120750409987097,0,0,0.0385051325982409,0.0166470039982115,0.0707204483826094,0.0751652105754767,0.0951685062139145,0.0929260931552768,0,0.0253011747074765,0.0592527075690985,0,0,0,1.78184880528834
"TCGA-AC-A8OQ-01A",0.0734914475084578,0.0421042432928046,0.0804860794535908,0.0578540149275137,0,0.0570923779943594,0,0.126552090768493,0.0217630539009979,0,0,0.10894032053677,0.036448160820334,0.0879811430703431,0.11924304123257,0.0928774453043479,0,0.0364309874295842,0.0587355937598341,0,0,0,1.74952691277119
"TCGA-AC-A8OR-01A",0.00604349455423208,0.0104072018665911,0,0,0,0.169802848425142,0,0,0.0523839398309781,0,0.17564703884252,0.00428479099766756,0.0340920934086343,0.093362745927208,0.0544348103873838,0.330624881396738,0,0,0.0574644192311909,0,0.00022133449919074,0.0112304006325227,1.93638159496879
"TCGA-AC-A8OS-01A",0.0769109712589251,0.0452677941024218,0.0412559344371133,0.0791782148363992,0,0.154890128839731,0.0074472794757367,0.0645580586981208,0,0,0,0.0646984399790307,0.0588189100982759,0.0510744981468114,0.0914410333920396,0.0641750388650282,0,0.0475772874152644,0.152706410455102,0,0,0,1.83872679413519
"TCGA-AN-A03X-01A",0.0143869886822428,0,0.0210111186463934,0.0112683383710062,0,0.222518583064955,0,0.0526949933117688,0,0,0,0.0301444514832312,0.024130884101054,0,0.0747792127030152,0.206598063054936,0,0.0815652453912078,0.216257278463487,0,0.0355400095848575,0.00910483314184434,1.78647668955483
"TCGA-AN-A03Y-01A",0.0470329200623477,0.0468658448488934,0.0202184191210354,0.113199080677044,0,0.137073460596005,0.00993456095544141,0.03443976652945,0.0371884615157131,0,0.00934654659333543,0.0440010705968816,0.0234483225242861,0.0759398373616925,0.153981647570084,0.10706416341158,0,0.0107142655389144,0.129551632097296,0,0,0,1.69293264263225
"TCGA-AN-A041-01A",0.0305421917166994,0,0.0950432702221603,0.0163054897796054,0,0.184299687947823,0,0.0288163030613448,0.0117897624041581,0,0,0.10342109436101,0.0740919395123568,0.150298922206777,0.0836374640955881,0.0979952688317843,0,0.0283457084214151,0.0954128974392776,0,0,0,1.84699378022981
"TCGA-AN-A046-01A",0.0325172959237954,0.0092651719611684,0,0.0884465118971979,0,0.235397662968802,0.0100869658720832,0.104364346525959,0.00116941439158191,0,0.00377836625388045,0.0540499650411983,0.0451553412572244,0.0441206322786902,0.161368062887282,0.0775388678261526,0.041006837353417,0.0529280618302828,0.0388064957312839,0,0,0,1.73884506932989
"TCGA-AN-A049-01A",0.160965800103391,0,0.0137004686211972,0.0313044403205765,0,0.16637386361254,0,0.0670177697628943,0,0,0,0.013569188966881,0.0436039343707397,0.0400888402705436,0.139183869552431,0.173670606967362,0.0376085384879404,0.0471446114998758,0.0657680674636269,0,0,0,1.79237937249502
"TCGA-AN-A04A-01A",0.0849414739519678,0,0.0460989676009445,0,0,0.268894182002339,0,0.0195496705118746,0,0,0,0.0616667674885574,0.019643396981494,0.107755184625745,0.125868497968287,0.126578504198229,0.0156764109648354,0.034205191503566,0.0853150293501078,0,0.00380672285205324,0,1.79890963192589
"TCGA-AN-A04C-01A",0.0695481111152628,0.000565643754415921,0.0137419176742225,0.0433180237411194,0,0.151837111163218,0,0.149713490827818,0,0,0.0691571758421371,0.0169935212015002,0.0548958644710281,0.0512463106322371,0.117302828047422,0.14969219813878,0,0.0539716973999754,0.0580161059908627,0,0,0,1.71311253004174
"TCGA-AN-A04D-01A",0.0805903925361163,0,0,0.040271324922028,0,0.12078538970103,0,0.191118161316859,0,0,0.015137664983491,0.0759402107230346,0.0683574916582131,0.0453081105647158,0.0805443343914484,0.14517459637876,0,0.0576936906205429,0.033318571651621,0,0.0457600605521402,0,1.80736448362422
"TCGA-AN-A0AJ-01A",0.0422370455914128,0.0424684585056484,0,0.0861569226239726,0,0.117062555941411,0.0490855417277334,0.0770546618806738,0,0,0,0.0365306187701885,0.0504912760094794,0.0701252386714761,0.147603677429693,0.123338470867879,0.0214406619071906,0.0424205497354923,0.0939843203377479,0,0,0,1.75103206780598
"TCGA-AN-A0AK-01A",0.0493976378075546,0,0.0945944575130353,0.0236562597881946,0,0.192097804564295,0.00298796684311356,0.0694560227041076,0,0,0,0.0517866067668455,0.0409085388831004,0.10223723880616,0.180787907076153,0.158197703388665,0,0,0.0338918558587756,0,0,0,1.79162805444324
"TCGA-AN-A0AL-01A",0.197574592766834,0,0.0269631903999967,0.00530258074278417,0,0.147022313861343,0,0.117274695137647,0,0,0.0366816495794011,0.0560324529733277,0.0406689313187308,0.0698643906015173,0.100063329767436,0.0730736064821164,0,0.061966667617036,0.0675115987518297,0,0,0,1.84154677960747
"TCGA-AN-A0AM-01A",0.042386141088236,0,0.0258069670597421,0.0453329446642541,0,0.124694683031258,0,0.180082910786223,0.0175991445072847,0,0,0.0765777395248013,0.0274584508912683,0.10390283732092,0.156246329179056,0.103698897249637,0,0.0683458914024815,0.027382977723095,0,0.000484085571743519,0,1.81123766367926
"TCGA-AN-A0AR-01A",0.069942483795264,0,0,0.100328973386824,0,0.0876496875380289,0,0.0718792357195951,0.0743914085691739,0,0,0.135095228126487,0.0550362155676997,0.134547516018162,0.0327268368893686,0.0766137933788829,0.0471628552796281,0.0486122507108244,0.0593232502762601,0,0.00669026474380107,0,1.76247579099624
"TCGA-AN-A0AS-01A",0.0252988970348678,0,0.000963718588603203,0,0,0.168069388329421,0,0.0259314840495615,0.0386785127245483,0,0.0167836780880253,0.058083783400934,0.00223100021552492,0.222299046315859,0.0686333723082582,0.180284199201042,0,0.0405358686614319,0.131470007975036,0,0,0.0207370431068867,1.84445689017204
"TCGA-AN-A0AT-01A",0.0936074321171276,0.0329157462259905,0.0116138227924735,0.0581137184265695,0,0.20669022911157,0.0339115189829817,0.081992053266118,0,0,0,0.025792800941232,0.0390573164571822,0.109108856771329,0.11383890970306,0.105258353468018,0.0211193886805695,0.0669798530557797,0,0,0,0,1.74713984750048
"TCGA-AN-A0FD-01A",0.0657946722671811,0,0.0824879789323758,0.0265452185224673,0,0.202837508322001,0,0.105376832726124,0,0,0,0.0540054589125739,0,0.131970323399748,0.160847513567416,0.080794460737199,0,0.0147906739381332,0.0736951631440882,0,0,0.00085419553069354,1.83675801123188
"TCGA-AN-A0FF-01A",0.125068784261553,0,0.0287434744981515,0.0252929831862299,0,0.154907627169007,0,0.0763606735439218,0.0127623359768003,0.0109150777308677,0,0.0281931796630635,0.0269665235166651,0.105960559673817,0.0702883507345093,0.189388850815364,0,0.0630870069260837,0.0820645723039663,0,0,0,1.93314876792143
"TCGA-AN-A0FJ-01A",0,0.0230943680442354,0,0.0705566587214706,0,0.175998463981438,0,0.106261070669197,0,0,0.0305253403248026,0.0703520190124864,0.0714299934179993,0.16027181677338,0.101714822224546,0.0301303316822621,0.0388898665293896,0.0556431068631927,0.0651321417556008,0,0,0,1.93838680205726
"TCGA-AN-A0FK-01A",0.0636937731082486,0,0.111419420800772,0.0330426061613256,0,0.17320817809744,0,0.109653502714112,0.00418014396127404,0,0,0.0543058299354823,0.0244471324134672,0.1118972013088,0.111202193566224,0.137429582995617,0,0.000869635327115838,0.0646507996101211,0,0,0,1.93711543678432
"TCGA-AN-A0FL-01A",0.0867575061297153,0,0.00785557321460825,0,0,0.214884338848966,0,0.0312636644071764,0.00359517107555317,0,0.0251433368565161,0.0164739012182614,0.0700367027014273,0.225244175364479,0.0422317062679854,0.128110491477634,0,0.127184764406078,0.0207372501259986,0,0.00048141790560106,0,1.74720619549197
"TCGA-AN-A0FN-01A",0.133406358929561,0,0,0.0684917586870642,0,0.21417715889016,0,0.0846696279408327,0,0,0,0.0737235974883217,0.0402937371479576,0.0447900006447888,0.0970985804136827,0.0821519001101584,0.0160239136146629,0.0562862584932812,0.0863365812664843,0,0.00255052637304461,0,1.84864068009156
"TCGA-AN-A0FS-01A",0.0817616497911776,0,0.11302925844111,0.0260988837455102,0,0.178927773644442,0,0.0204283180433832,0,0,0,0.0262504038437093,0.0313937418804907,0.00372795521186264,0.0809947270327534,0.273723029854869,0.00582716129819542,0.00543982460836669,0.15239727260413,0,0,0,1.96140337852482
"TCGA-AN-A0FT-01A",0,0.00836144565396632,0,0.0278207409867772,0,0.261857484265975,0,0.0566129761660751,0,0,0,0.110655949997383,0.0566897880062291,0.0481200791643313,0.116046256418589,0.152559511177549,0.0129835524438006,0,0.134060799701963,0,0.0142314160173606,0,1.74279338378666
"TCGA-AN-A0FV-01A",0.00325238185247165,0,0,0,0,0.187891071686629,0,0.0323873655593316,0,0,0,0.0556005985006991,0,0.219967616409161,0.0964637497237091,0.205819480477961,0,0.00852203408406336,0.161558270701587,0,0,0.0285374310043876,1.83452474885109
"TCGA-AN-A0FW-01A",0.0433767205946899,0.0212731090106889,0.0267988606201462,0.0969509709936259,0,0.14743292292425,0,0.0226352088291326,0,0.00294522047469041,0,0.0624798463691458,0.0606829477658058,0.0314889547184556,0.132382505157656,0.186181417809605,0,0.0444734182886257,0.120897896443482,0,0,0,1.72096250540437
"TCGA-AN-A0FX-01A",0.140580938520323,0,0.0221238583275753,0.00122038439032783,0,0.18399374458042,0,0.0424370679673986,0.011787868063565,0,0.0367448477443346,0.0283259995543576,0.0554454619453337,0.146250400161545,0.113507396036763,0.10853767088899,0,0.041165262329038,0.0678790994900284,0,0,0,1.80379633842063
"TCGA-AN-A0FY-01A",0.020445651122928,0.00526016106194063,0,0.0167383162022744,0,0.20303957855533,0,0.0856850257618898,0,0,0.0367147530046094,0.0577562112173999,0.078742961954266,0.114167886225403,0.128075809014841,0.136400757373902,0.0410802550323485,0.0353280802687816,0.0405645532040859,0,0,0,1.88283913743714
"TCGA-AN-A0FZ-01A",0.150646644689652,0,0.0268524317229985,0,0.0683616034949654,0.0707539392248215,0,0.0105922181549919,0,0,0.0580176604222001,0,0.0077707028195594,0.231907641640607,0.0659877997464939,0.209458862565207,0,0,0.0996504955185033,0,0,0,1.86188486861394
"TCGA-AN-A0G0-01A",0.0562586896677952,0,0.0797245991117847,0.00594750520492303,0,0.169985458696779,0,0.0845109418065239,0,0,0.0522254887131749,0.032783557355769,0.048037182325016,0.152174102523325,0.139933255451545,0.102476874000481,0.0128602980745261,0.013806006982313,0.0492760400860433,0,0,0,2.00330207829328
"TCGA-AN-A0XN-01A",0,0,0,0,0,0.338733626037003,0,0.0298711899257263,0,0,0.049219691725469,0,0.0398436818553736,0.11633021337448,0.0667165143159664,0.231020224849468,0.00458056167877914,0.102770798175866,0.00495740433482117,0.0101891213011771,0,0.00576697242586999,1.90236328179297
"TCGA-AN-A0XO-01A",0,0.00432769489750912,0,0.0301947900056594,0,0.132111309171507,0,0.0326932763117535,0.0424747577412516,0,0,0.150762686001658,0.00234588175804006,0.217750350359842,0,0.0241435788090152,0.0303158806120294,0.206033046072178,0.11623219474943,0,0,0.0106145535101261,1.83965545446866
"TCGA-AN-A0XP-01A",0.0327821308234771,0,0,0,0,0.195335073439025,0,0.0132635316757233,0,0,0,0.0459027656605315,0.0187703134712904,0.0594483964127672,0.139816178659494,0.20555293990747,0,0.0735966655584392,0.193389847015102,0,0,0.0221421573766793,1.93780289341186
"TCGA-AN-A0XR-01A",0,0.0320875320998505,0.016101726722485,0,0,0.0556078307676752,0,0.0931400347005348,0.0294778979097388,0,0,0.105762975260717,0,0.23436007889639,0.0666410746212675,0,0.051000610476877,0.108629333772036,0.203720280586182,0,0,0.00347062418624557,1.91088673084398
"TCGA-AN-A0XS-01A",0.0880977120720523,0.0247243851289982,0.0934786604269862,0.0989285526974285,0,0.148231703875302,0,0.0543559132948742,0.0319487287266524,0,0,0.0424800985617331,0.0456193811798308,0.0475197451316901,0.106327845972977,0.0831964725754419,0,0.0509604701826403,0.0841303301733928,0,0,0,1.84806623400606
"TCGA-AN-A0XT-01A",0.00533946687160116,0.0632891394362034,0.0891789814013639,0.00584833534846532,0,0.139560798479969,0,0.0851053453334992,0,0,0,0.0694139938574455,0.0554033687544083,0.0712895731853182,0.114690941409494,0.101446856985663,0,0.026649442938401,0.172783755998168,0,0,0,1.89254856534439
"TCGA-AN-A0XU-01A",0.0344827014039924,0,0.0563763826928924,0.0300884559220775,0,0.197110594091519,0,0.0816868596755758,0,0,0,0.154303780438971,0.0231485156060013,0.0887769496357446,0.152281133325893,0.0835208542594158,0.0567197531070345,0.0257230505082416,0.0157809693326412,0,0,0,1.85719571059301
"TCGA-AN-A0XV-01A",0.156626075070997,0,0.0408644586738395,0.0556314780604005,0,0.152073498719306,0,0.0853138263796711,0,0,0,0.0634067417455327,0.0153809662343436,0.062406021819819,0.121313552890072,0.0781834013410475,0.0290807677717411,0.0382372031787987,0.10148200811443,0,0,0,1.81847320476826
"TCGA-AN-A0XW-01A",0.0937874996127524,0,0.0261865714684455,0.0686826087436072,0,0.120974635696759,0.0151623269777988,0.107368510247943,0,0,0,0.0936764527887473,0.0337394971760946,0.0353426980520163,0.158846581263663,0.109565308852128,0.00194622764290529,0.0289609282993215,0.0848930263219626,0,0.0208671268558546,0,1.83227993231525
"TCGA-AO-A03L-01A",0.158368679730077,0,0.0713183303351085,0.0575277760974805,0,0.152468398741351,0,0.0663982633243031,0,0,0,0.0797485536551115,0.0370630506151236,0.048412216353944,0.091593223830339,0.0817033183830755,0.000612954107735121,0.0484285691607851,0.106356665665566,0,0,0,1.83629203363304
"TCGA-AO-A03O-01A",0.111318823222121,0,0.0497548656520004,0.0406224021469408,0,0.137864927045465,0.0113387121214522,0.091026216137683,0.0111476331802616,0,0.00179470348533171,0.0579531768506921,0.0415821010810574,0.0885366875307641,0.151511322197695,0.103330415570801,0,0.0397386546394225,0.0624793591383126,0,0,0,1.78182416712201
"TCGA-AO-A03P-01A",0.0463383939160679,0,0.0261305231490457,0.00541860103688559,0,0.188090012337825,0,0.090031600056018,0,0,0,0.0642440715665105,0.0230587925277319,0.108653562733171,0.134127311879301,0.110699371414405,0,0.0582935738147878,0.144914185568251,0,0,0,1.73722274640686
"TCGA-AO-A03R-01A",0.16757850497556,0,0.0683266973412987,0.116678424667116,0,0.120914194380575,0,0.0827029866771844,0,0,0,0.0403548098482716,0.0668221172498212,0.0240270377049169,0.131435327574151,0.0942190720904752,0.00187906195614635,0.0702591811341357,0.0148025844003479,0,0,0,1.68592814125103
"TCGA-AO-A03T-01A",0.0745029544761077,0,0.00498220956092368,0.0709701608156385,0,0.183055780546881,0.00848186463174469,0.0658934514786477,0.0103943015187451,0,0.00235894026063592,0.0769995733299011,0.0603663171362162,0.0900609799318247,0.148479666979094,0.0757771874864068,0.00472175470955733,0.0505390986986809,0.0724157584389954,0,0,0,1.6439890229741
"TCGA-AO-A03V-01A",0.225629726093575,0,0.0979083587695743,0.0477418922420473,0,0.121267009856898,0,0.0743549981087419,0.00189847913941996,0,0,0.0698539674289848,0.0235596005064216,0.0549933778247883,0.0842173603723433,0.0913665341452733,0.00316643535758299,0.0527749435042666,0.0512673166500829,0,0,0,1.85381605627941
"TCGA-AO-A0J2-01A",0.116327306107382,0,0.0334316730417719,0.114909785818205,0,0.0671164335660932,0,0.147087428498962,0,0,0,0.127347530092107,0.0263421274070485,0.0622295601194757,0.143527805492375,0.0791949224507187,0.0168544965237499,0.0326768427233543,0.0329540881587563,0,0,0,1.81299478278884
"TCGA-AO-A0J3-01A",0.0819351879116073,0,0.0349044528963552,0.0404904907158928,0,0.154867164671979,0,0.014483318251352,0.0171521612841177,0,0,0.12479995838057,0.011777280145969,0.0237829974990222,0.105106054519161,0.19711967087705,0,0,0.193581262846925,0,0,0,1.7581055855564
"TCGA-AO-A0J4-01A",0.20203708469799,0,0.0591120418280315,0.0365529349419198,0,0.163650378167051,0,0.0733450197745754,0.0221361420845351,0,0.0148836793918631,0.0124504512568405,0.046951855388796,0.075531113706518,0.148422381381482,0.0742589374478053,0,0.064143445663199,0.00652453426939303,0,0,0,1.79934233383221
"TCGA-AO-A0J5-01A",0.0583408489762841,0,0.0992773872442975,0.0149002239131154,0,0.178826688036025,0,0.061488066771014,0,0,0,0.0143336501632003,0.0255285816986719,0.0553855786068046,0.108723562465602,0.20152815568027,0,0.0222434012253427,0.142112496315456,0,0.0173113589039168,0,1.91470401503124
"TCGA-AO-A0J6-01A",0.0492269883143396,0,0.0157192399972273,0.116576273049992,0,0.118427462633386,0.0193902975184106,0.134972154491513,0.0207502010080469,0,0,0.14148586205197,0.0390625429182045,0.0684790045399377,0.133710872660871,0.0469647472831292,0,0.0919298230305132,0,0,0,0.00330453050246093,1.96849814026896
"TCGA-AO-A0J7-01A",0.0955004601385992,0,0.0179136280943988,0,0,0.138160777050656,0.0246320091168355,0.0757142723038394,0,0,0.0551784667832511,0,0.0257013913791445,0.143884258281716,0.0940167894960727,0.07636015422566,0.0954169403877601,0.00225052245029905,0.155270330291768,0,0,0,1.7716387028425
"TCGA-AO-A0J8-01A",0.0981306474837031,0,0.000376015944199238,0.0414558654759682,0,0.162397240215218,0,0.0696844155315078,0.0148640025384337,0,0.00240118058801568,0.0266993623012882,0.0468821254108296,0.116583757778477,0.114832877674829,0.0735882468517275,0.0495220226561359,0.0484873147278369,0.134033837086341,0,0,6.10877354887417e-05,1.84304296972168
"TCGA-AO-A0J9-01A",0.140936140812755,0,0.0175357243065535,0.0616832652349179,0,0.143612605770863,0,0.0566370191914155,0.0382664152496681,0,0.0357595532041312,0.0264308603937959,0.042325175742942,0.0858850338042094,0.0620498842761298,0.126197180229338,0.0428932375045831,0.0305895023101697,0.0891984019685281,0,0,0,1.70050363964512
"TCGA-AO-A0JA-01A",0.101163640287376,0,0.0510926800109303,0.0200317800106494,0,0.207624086306239,0,0.0496129189527594,0,0,0,0.0977731561293188,0.00731852866575542,0.0697986165716297,0.0839282765705909,0.13250531271352,0,0.0540228902328889,0.118237235466077,0,0,0.00689087808226557,1.87789988354383
"TCGA-AO-A0JB-01A",0.101355759617338,0,0.0158503823913091,0.0450838827395684,0,0.147560407126741,0,0.093792594192762,0.0261047146635113,0,0,0.0567663951583294,0.0505643613406962,0.115611932174502,0.118120195011298,0.108511984032502,0,0.0305361520731463,0.0901412394782973,0,0,0,1.5098645212851
"TCGA-AO-A0JC-01A",0.244860334790012,0,0,0.105831848805171,0,0.15061635668514,0.0305358795036227,0.0705134125675951,0.0204265947108,0,0.0108251731458706,0.0244083659115178,0.0100419026717529,0.024912073558471,0.0859158470590535,0.100902400503602,0.012093524477231,0.0400198948218161,0.0680963907883437,0,0,0,2.02533622190731
