,No benefits,Responder,TIDE,IFNG,MSI Score,CD274,CD8,CTL.flag,Dysfunction,Exclusion,MDSC,CAF,TAM M2,CTL
S899,False,True,-0.6959986214325534,5.457274546225865,0.9997556202823169,2.1576809883117676,3.4467252492904663,True,-0.6959986214325534,1.5538683526830015,0.08428615501078966,0.13890064133020236,-0.0085421831256649,3.492445
S32,False,True,-0.7026413482311493,7.626720855633417,0.9987883761316928,4.2440104484558105,5.395932912826538,True,-0.7026413482311493,1.397524453523553,0.05812289326167335,0.17463213348540724,-0.041487626672589054,4.890784
S884,False,True,-0.7044518213996435,6.096563140551249,0.999136026277322,2.708077907562256,4.112342357635498,True,-0.7044518213996435,1.6903998849755237,0.08145259448202517,0.17794495380535535,-0.01985492542255908,4.2981787
S570,False,True,-0.7060339642550647,5.948812196652094,0.999580786493979,2.5001254081726074,3.1693177223205566,True,-0.7060339642550647,1.8561009453782948,0.07298071226540036,0.2094183758349316,-0.018228387756889522,3.0562396
S918,False,True,-0.7156346726610766,4.619250386953354,0.9997431790674534,1.6804001331329346,3.1301828622817993,True,-0.7156346726610766,1.9475708756744115,0.08187189689396529,0.207836139226776,-0.010289368158031895,3.2668064
S845,False,True,-0.7180465552334656,6.942857692639032,0.9995180536449378,3.679208517074585,4.944944381713867,True,-0.7180465552334656,1.6123251240247685,0.06302195302441149,0.19737652591626414,-0.0351023196513055,4.4788275
S820,False,True,-0.726229226520715,4.894729981819788,0.9994952605150269,1.287535309791565,4.158527612686157,True,-0.726229226520715,2.142310137136138,0.09797109828082111,0.21343484078117783,-0.001041742026006646,3.8265128
S567,False,True,-0.7277661814157013,5.079399198293686,0.9997800989099116,2.223170042037964,3.0851855278015137,True,-0.7277661814157013,2.010325857867023,0.0906955900683648,0.20902356966195546,-0.011921242401596071,3.1366694
S829,False,True,-0.7313256261029916,7.5392666657765695,0.9999568914854539,3.1560609340667725,5.8857152462005615,True,-0.7313256261029916,1.2293410072840771,0.06248005958125042,0.12194087441608635,-0.02574254836592004,5.750136
S6,False,True,-0.7368274663581963,7.026361445585886,0.9998255907106983,3.5041327476501465,4.82533597946167,True,-0.7368274663581963,1.6834821420759827,0.05997745442130133,0.2004441106942089,-0.024835124471458987,4.3013983
S941,False,True,-0.7413433305446472,7.079484681288401,0.9990164734518988,3.0909106731414795,4.153219819068909,True,-0.7413433305446472,1.2101050823694972,0.060002912387638746,0.1377036181786514,-0.03743462645577575,4.5557995
S891,False,True,-0.7413619091876944,7.834595203399657,0.9997952630159288,3.6381914615631104,5.328063011169434,True,-0.7413619091876944,1.2493502421073168,0.05252163433737713,0.13825897577872504,-0.026706315011292,5.0711985
S349,False,True,-0.7503025105971668,7.83381050825119,0.9994828810178722,4.894575595855713,5.228627443313599,True,-0.7503025105971668,1.039030109924753,0.0326884167096644,0.14688594591421872,-0.04484237454601637,5.1358385
S940,False,True,-0.7686858296713022,5.428059130907059,0.9977618647436537,2.634345769882202,3.7363786697387695,True,-0.7686858296713022,1.8262850367335677,0.08210625789627445,0.20591443328384657,-0.02877917684260193,4.156615
S412,False,True,-0.7730650900553692,8.120855291684467,0.9995707700064186,4.397829532623291,6.576765298843384,True,-0.7730650900553692,1.150980599720002,0.057950934494464514,0.13494690747182705,-0.04418128156891771,6.0050216
S575,False,True,-0.7774097634210143,4.372294640789429,0.9996525213011975,2.746603012084961,3.064639687538147,True,-0.7774097634210143,1.7697191683675781,0.04313803915755225,0.22437050838371642,-0.013544045267195857,3.0059521
S202,False,True,-0.7775239482653129,7.532769441604613,0.9991137053115131,3.7105348110198975,5.943437814712524,True,-0.7775239482653129,1.46301781348036,0.04470916882774387,0.1908699869623958,-0.03622957412158974,5.303066
S882,False,True,-0.7812365197723158,5.207184622685114,0.9995908444374272,2.38557767868042,3.9709744453430176,True,-0.7812365197723158,2.020067704042159,0.09700222769400346,0.20209519836530512,-0.009183968305922458,3.4557033
S61,False,True,-0.783986690669714,8.279743035634358,0.9990261872258256,4.725913047790527,5.057812213897705,True,-0.783986690669714,1.1465150081307285,0.055504812086153314,0.13400716723889686,-0.04301920885150701,5.0429645
S737,False,True,-0.8077055993138385,6.96974641084671,0.9995240852173541,3.1864051818847656,5.24278998374939,True,-0.8077055993138385,1.3785637803936124,0.05406793001705151,0.15405072743231307,-0.02347687804725361,4.298248
S303,False,True,-0.807872380783012,9.424449364344278,0.9995784428917501,6.505052089691162,5.971152305603027,True,-0.807872380783012,0.8330731877400553,0.04306728043197706,0.12065549439738568,-0.07048783996088777,6.260014
S101,False,True,-0.8086324458277243,8.148852825164795,0.9993304587363265,5.1916890144348145,5.363671064376831,True,-0.8086324458277243,1.286551846640569,0.02423150520403525,0.194541800880737,-0.04685639515482729,5.3665814
S230,False,True,-0.815226200596357,5.272878557443619,0.9990986085850047,2.5753493309020996,3.3976603746414185,True,-0.815226200596357,1.9153371678159596,0.06284678924187549,0.23154572944003735,-0.018092141867908213,3.2309933
S68,False,True,-0.8166379702396153,6.82947481671969,0.9976295447827005,3.385469913482666,4.247466325759888,True,-0.8166379702396153,1.7589696841767257,0.07200941613040449,0.204361437103145,-0.027834928451595457,4.021023
S213,False,True,-0.8192236147436066,6.700485587120055,0.999517880006373,3.5787742137908936,4.985606670379639,True,-0.8192236147436066,1.343158355685565,0.0500904772881715,0.16813297302136546,-0.036387555710416644,4.9116426
S515,False,True,-0.8367953241980942,5.925504823525746,0.9997151619416459,3.2781548500061035,3.346933126449585,True,-0.8367953241980942,1.643604364138157,0.05909167521527472,0.1863152441343821,-0.013553388017287128,3.275084
S617,False,True,-0.8374842088119554,6.305203755696614,0.9989211647851092,3.078650951385498,3.4927631616592407,True,-0.8374842088119554,1.5938547018745661,0.0850407762904448,0.16213455544699693,-0.024760677350535252,3.7552266
